VARIABLES="X","Y","T"
ZONE  F=POINT
I=32, J=32
0.00000000	0.00000000	298.00000000
0.03333334	0.00000000	298.00000000
0.06666667	0.00000000	298.00000000
0.10000001	0.00000000	298.00000000
0.13333334	0.00000000	298.00000000
0.16666668	0.00000000	298.00000000
0.20000001	0.00000000	298.00000000
0.23333335	0.00000000	298.00000000
0.26666668	0.00000000	298.00000000
0.30000002	0.00000000	298.00000000
0.33333335	0.00000000	298.00000000
0.36666669	0.00000000	298.00000000
0.40000002	0.00000000	298.00000000
0.43333336	0.00000000	298.00000000
0.46666669	0.00000000	298.00000000
0.50000003	0.00000000	298.00000000
0.53333336	0.00000000	298.00000000
0.56666670	0.00000000	298.00000000
0.60000003	0.00000000	298.00000000
0.63333337	0.00000000	298.00000000
0.66666670	0.00000000	298.00000000
0.70000004	0.00000000	298.00000000
0.73333337	0.00000000	298.00000000
0.76666671	0.00000000	298.00000000
0.80000004	0.00000000	298.00000000
0.83333338	0.00000000	298.00000000
0.86666671	0.00000000	298.00000000
0.90000005	0.00000000	298.00000000
0.93333338	0.00000000	298.00000000
0.96666672	0.00000000	298.00000000
1.00000005	0.00000000	298.00000000
1.03333339	0.00000000	298.00000000
0.00000000	0.03333334	298.00000000
0.03333334	0.03333334	298.03104630
0.06666667	0.03333334	298.09278265
0.10000001	0.03333334	298.15345573
0.13333334	0.03333334	298.21237486
0.16666668	0.03333334	298.26887580
0.20000001	0.03333334	298.32232986
0.23333335	0.03333334	298.37215172
0.26666668	0.03333334	298.41780572
0.30000002	0.03333334	298.45881071
0.33333335	0.03333334	298.49474337
0.36666669	0.03333334	298.52524029
0.40000002	0.03333334	298.54999900
0.43333336	0.03333334	298.56877818
0.46666669	0.03333334	298.58139748
0.50000003	0.03333334	298.58773704
0.53333336	0.03333334	298.58773704
0.56666670	0.03333334	298.58139748
0.60000003	0.03333334	298.56877818
0.63333337	0.03333334	298.54999900
0.66666670	0.03333334	298.52524029
0.70000004	0.03333334	298.49474337
0.73333337	0.03333334	298.45881071
0.76666671	0.03333334	298.41780572
0.80000004	0.03333334	298.37215172
0.83333338	0.03333334	298.32232986
0.86666671	0.03333334	298.26887580
0.90000005	0.03333334	298.21237486
0.93333338	0.03333334	298.15345573
0.96666672	0.03333334	298.09278265
1.00000005	0.03333334	298.03104630
1.03333339	0.03333334	298.00000000
0.00000000	0.06666667	298.00000000
0.03333334	0.06666667	298.09349516
0.06666667	0.06666667	298.27941120
0.10000001	0.06666667	298.46212115
0.13333334	0.06666667	298.63954279
0.16666668	0.06666667	298.80967429
0.20000001	0.06666667	298.97062179
0.23333335	0.06666667	299.12062300
0.26666668	0.06666667	299.25806616
0.30000002	0.06666667	299.38150444
0.33333335	0.06666667	299.48966584
0.36666669	0.06666667	299.58145909
0.40000002	0.06666667	299.65597651
0.43333336	0.06666667	299.71249443
0.46666669	0.06666667	299.75047220
0.50000003	0.06666667	299.76955066
0.53333336	0.06666667	299.76955066
0.56666670	0.06666667	299.75047220
0.60000003	0.06666667	299.71249443
0.63333337	0.06666667	299.65597651
0.66666670	0.06666667	299.58145909
0.70000004	0.06666667	299.48966584
0.73333337	0.06666667	299.38150444
0.76666671	0.06666667	299.25806616
0.80000004	0.06666667	299.12062300
0.83333338	0.06666667	298.97062179
0.86666671	0.06666667	298.80967429
0.90000005	0.06666667	298.63954279
0.93333338	0.06666667	298.46212115
0.96666672	0.06666667	298.27941120
1.00000005	0.06666667	298.09349516
1.03333339	0.06666667	298.00000000
0.00000000	0.10000001	298.00000000
0.03333334	0.10000001	298.15701831
0.06666667	0.10000001	298.46924584
0.10000001	0.10000001	298.77607486
